,Path,Total_latency,Total_noise,Signal_noise_ratio
291,F->B->D->C->A,0.008377833473045368,1.6744075263992985e-06,27.761388325275057
292,F->B->D->E->C->A,0.010248061901240535,2.048194444739369e-06,26.886288161196568
293,F->D->A,0.0038591754987805336,7.713011390885282e-07,31.127760272534537
294,F->D->B->A,0.00578588489849721,1.1563764369503728e-06,29.369007663672477
295,F->D->C->A,0.006131287967726269,1.2254092603669888e-06,29.117188420462654
296,F->D->E->C->A,0.008001516395921435,1.5991961787070588e-06,27.960982566390772
297,F->E->C->A,0.007236810891325924,1.4463608834611801e-06,28.397233321166922
298,F->E->C->D->A,0.008572745769052254,1.7133630172755176e-06,27.661506115255822
299,F->E->C->D->B->A,0.010499455168768929,2.098438315137362e-06,26.78103792613655
300,F->E->D->A,0.006904992692122895,1.3800431544290402e-06,28.60107332847047
301,F->E->D->B->A,0.00883170209183957,1.7651184522908845e-06,27.532261449786198
302,F->E->D->C->A,0.00917710516106863,1.8341512757075005e-06,27.36564847785062
303,F->B,0.0021374796590073485,4.2720018726587666e-07,33.69368565603753
304,F->D->A->B,0.005628166251342797,1.124854529681802e-06,29.489036384783397
305,F->D->B,0.0040168941459349464,8.02823046357099e-07,30.953801688675945
306,F->D->C->A->B,0.007900278720288532,1.5789626509602625e-06,28.016281427426254
307,F->D->E->C->A->B,0.009770507148483697,1.9527495693003326e-06,27.093534493105494
308,F->E->C->A->B,0.009005801643888187,1.7999142740544539e-06,27.44748178892078
309,F->E->C->A->D->B,0.011205052236418208,2.239460101316142e-06,26.49856670630587
310,F->E->C->D->A->B,0.010341736521614516,2.0669164078687915e-06,26.84677087153755
311,F->E->C->D->B,0.008730464416206667,1.7448849245440882e-06,27.582332095549177
312,F->E->D->A->B,0.008673983444685158,1.7335965450223139e-06,27.610519672161796
313,F->E->D->B,0.007062711339277307,1.4115650616976108e-06,28.502990996034512
314,F->E->D->C->A->B,0.010946095913630893,2.1877046663007742e-06,26.600113068600816
315,F->B->A->C,0.006279820556148249,1.2550952268844073e-06,29.013233220383363
316,F->B->A->D->C,0.0076157554338745805,1.522097360698745e-06,28.175575671042953
317,F->B->A->D->E->C,0.009485983862069747,1.895884279038815e-06,27.221881746501914
318,F->B->D->A->C,0.008479071148678272,1.6946410541460953e-06,27.70922276642025
319,F->B->D->C,0.00600448332846673,1.2000658773740416e-06,29.207949127900925
320,F->B->D->E->C,0.007874711756661896,1.573852795714112e-06,28.030358901463977
321,F->D->A->C,0.006232525643359172,1.245642788113785e-06,29.04606482069235
322,F->D->B->A->C,0.008159235043075848,1.6307180859756297e-06,27.876211120973977
323,F->D->C,0.0037579378231476306,7.510676113417318e-07,31.243209659106853
324,F->D->E->C,0.005628166251342797,1.124854529681802e-06,29.489036384783397
325,F->E->C,0.0048634607467472855,9.72019234435923e-07,30.123251411161796
326,F->E->D->A->C,0.009278342836701533,1.8543848034542972e-06,27.31800140376912
327,F->E->D->B->A->C,0.011205052236418208,2.2394601013161414e-06,26.49856670630587
328,F->E->D->C,0.0068037550164899915,1.3598096266822436e-06,28.665218885919867
329,F->B->A->C->D,0.008083844229484282,1.6156503544308062e-06,27.916526197811727
330,F->B->A->C->E->D,0.009954072657679447,1.9894372727708767e-06,27.012697496660934
331,F->B->A->D,0.005811731760538548,1.1615422331523459e-06,29.349649948249454
332,F->B->D,0.004200459655130697,8.395107498276428e-07,30.759737384051032
333,F->D,0.0019539141498115978,3.905124837953328e-07,34.08365078158597
334,F->E->C->A->B->D,0.011068781640011535,2.21222483661622e-06,26.551707361650074
335,F->E->C->A->D,0.00914207224029486,1.8271495387543756e-06,27.38225907382988
336,F->E->C->D,0.006667484420083318,1.3325743619823221e-06,28.7530854658095
337,F->E->D,0.004999731343153959,9.992544991358447e-07,30.003238876558264
338,F->B->A->C->D->E,0.009989105578453217,1.996439009724002e-06,26.997439527598544
339,F->B->A->C->E,0.008048811308710511,1.608648617477681e-06,27.935388099445465
340,F->B->A->D->C->E,0.009384746186436843,1.8756507512920187e-06,27.268480246493976
341,F->B->A->D->E,0.007716993109507484,1.5423308884455413e-06,28.118224436585713
342,F->B->D->A->C->E,0.010248061901240535,2.048194444739369e-06,26.886288161196568
343,F->B->D->C->E,0.007773474081028993,1.5536192679673154e-06,28.086554012877745
344,F->B->D->E,0.0061057210040996335,1.2202994051208382e-06,29.135336004409474
345,F->D->A->C->E,0.008001516395921435,1.5991961787070588e-06,27.960982566390772
346,F->D->B->A->C->E,0.00992822579563811,1.9842714765689034e-06,27.02398910452898
347,F->D->C->E,0.005526928575709893,1.1046210019350056e-06,29.567867038809695
348,F->D->E,0.0038591754987805336,7.713011390885282e-07,31.127760272534537
349,F->E,0.003094469994185023,6.184658438426492e-07,32.086842802551814
